城市编码,区域年鉴.年份,城市别名,级别
431300,2002,娄底市,地级市（区）
433100,2002,湘西土家族苗族自治州,地级市（区）
440100,2002,广州市,副省级城市
440200,2002,韶关市,地级市（区）
440300,2002,深圳市,副省级城市
440400,2002,珠海市,地级市（区）
440500,2002,汕头市,地级市（区）
440600,2002,佛山市,地级市（区）
440700,2002,江门市,地级市（区）
440800,2002,湛江市,地级市（区）
440900,2002,茂名市,地级市（区）
441200,2002,肇庆市,地级市（区）
441300,2002,惠州市,地级市（区）
441400,2002,梅州市,地级市（区）
441500,2002,汕尾市,地级市（区）
441600,2002,河源市,地级市（区）
441700,2002,阳江市,地级市（区）
441800,2002,清远市,地级市（区）
441900,2002,东莞市,地级市（区）
442000,2002,中山市,地级市（区）
445100,2002,潮州市,地级市（区）
445200,2002,揭阳市,地级市（区）
445300,2002,云浮市,地级市（区）
450100,2002,南宁市,地级市（区）
450200,2002,柳州市,地级市（区）
450300,2002,桂林市,地级市（区）
450400,2002,梧州市,地级市（区）
450500,2002,北海市,地级市（区）
450600,2002,防城港市,地级市（区）
450700,2002,钦州市,地级市（区）
450800,2002,贵港市,地级市（区）
450900,2002,玉林市,地级市（区）
451000,2002,百色市,地级市（区）
451100,2002,贺州市,地级市（区）
451200,2002,河池市,地级市（区）
451300,2002,来宾市,地级市（区）
451400,2002,崇左市,地级市（区）
460100,2002,海口市,地级市（区）
460200,2002,三亚市,地级市（区）
510100,2002,成都市,副省级城市
510300,2002,自贡市,地级市（区）
510400,2002,攀枝花市,地级市（区）
510500,2002,泸州市,地级市（区）
510600,2002,德阳市,地级市（区）
510700,2002,绵阳市,地级市（区）
510800,2002,广元市,地级市（区）
510900,2002,遂宁市,地级市（区）
511000,2002,内江市,地级市（区）
511100,2002,乐山市,地级市（区）
511300,2002,南充市,地级市（区）
511400,2002,眉山市,地级市（区）
511500,2002,宜宾市,地级市（区）
511600,2002,广安市,地级市（区）
511700,2002,达州市,地级市（区）
511800,2002,雅安市,地级市（区）
511900,2002,巴中市,地级市（区）
512000,2002,资阳市,地级市（区）
513200,2002,阿坝藏族羌族自治州,地级市（区）
513300,2002,甘孜藏族自治州,地级市（区）
513400,2002,凉山彝族自治州,地级市（区）
520100,2002,贵阳市,地级市（区）
520200,2002,六盘水市,地级市（区）
520300,2002,遵义市,地级市（区）
520400,2002,安顺市,地级市（区）
520500,2002,毕节市,地级市（区）
520600,2002,铜仁市,地级市（区）
522300,2002,黔西南布依族苗族自治州,地级市（区）
522600,2002,黔东南苗族侗族自治州,地级市（区）
522700,2002,黔南布依族苗族自治州,地级市（区）
530100,2002,昆明市,地级市（区）
530300,2002,曲靖市,地级市（区）
530400,2002,玉溪市,地级市（区）
530500,2002,保山市,地级市（区）
530600,2002,昭通市,地级市（区）
530700,2002,丽江市,地级市（区）
530800,2002,普洱市,地级市（区）
530900,2002,临沧市,地级市（区）
532300,2002,楚雄彝族自治州,地级市（区）
532500,2002,红河哈尼族彝族自治州,地级市（区）
532600,2002,文山壮族苗族自治州,地级市（区）
532800,2002,西双版纳傣族自治州,地级市（区）
532900,2002,大理白族自治州,地级市（区）
533100,2002,德宏傣族景颇族自治州,地级市（区）
533300,2002,怒江傈僳族自治州,地级市（区）
533400,2002,迪庆藏族自治州,地级市（区）
540100,2002,拉萨市,地级市（区）
542100,2002,昌都地区,地级市（区）
542200,2002,山南地区,地级市（区）
542300,2002,日喀则地区,地级市（区）
542400,2002,那曲地区,地级市（区）
542500,2002,阿里地区,地级市（区）
542600,2002,林芝地区,地级市（区）
610100,2002,西安市,副省级城市
610200,2002,铜川市,地级市（区）
610300,2002,宝鸡市,地级市（区）
610400,2002,咸阳市,地级市（区）
610500,2002,渭南市,地级市（区）
610600,2002,延安市,地级市（区）
610700,2002,汉中市,地级市（区）
610800,2002,榆林市,地级市（区）
610900,2002,安康市,地级市（区）
611000,2002,商洛市,地级市（区）
620100,2002,兰州市,地级市（区）
620200,2002,嘉峪关市,地级市（区）
620300,2002,金昌市,地级市（区）
620400,2002,白银市,地级市（区）
620500,2002,天水市,地级市（区）
620600,2002,武威市,地级市（区）
620700,2002,张掖市,地级市（区）
620800,2002,平凉市,地级市（区）
620900,2002,酒泉市,地级市（区）
621000,2002,庆阳市,地级市（区）
621100,2002,定西市,地级市（区）
621200,2002,陇南市,地级市（区）
622900,2002,临夏回族自治州,地级市（区）
623000,2002,甘南藏族自治州,地级市（区）
630100,2002,西宁市,地级市（区）
632100,2002,海东地区,地级市（区）
632200,2002,海北藏族自治州,地级市（区）
632300,2002,黄南藏族自治州,地级市（区）
632500,2002,海南藏族自治州,地级市（区）
632600,2002,果洛藏族自治州,地级市（区）
632700,2002,玉树藏族自治州,地级市（区）
632800,2002,海西蒙古族藏族自治州,地级市（区）
640100,2002,银川市,地级市（区）
640200,2002,石嘴山市,地级市（区）
640300,2002,吴忠市,地级市（区）
640400,2002,固原市,地级市（区）
640500,2002,中卫市,地级市（区）
650100,2002,乌鲁木齐市,地级市（区）
650200,2002,克拉玛依市,地级市（区）
652100,2002,吐鲁番地区,地级市（区）
652200,2002,哈密地区,地级市（区）
652300,2002,昌吉回族自治州,地级市（区）
652700,2002,博尔塔拉蒙古自治州,地级市（区）
652800,2002,巴音郭楞蒙古自治州,地级市（区）
652900,2002,阿克苏地区,地级市（区）
653000,2002,克孜勒苏柯尔克孜自治州,地级市（区）
653100,2002,喀什地区,地级市（区）
653200,2002,和田地区,地级市（区）
654000,2002,伊犁哈萨克自治州,地级市（区）
654200,2002,塔城地区,地级市（区）
654300,2002,阿勒泰地区,地级市（区）
659001,2002,石河子市,省直辖县
659002,2002,阿拉尔市,省直辖县
659003,2002,图木舒克市,省直辖县
659004,2002,五家渠市,省直辖县
130100,2003,石家庄市,地级市（区）
130200,2003,唐山市,地级市（区）
130300,2003,秦皇岛市,地级市（区）
130400,2003,邯郸市,地级市（区）
130500,2003,邢台市,地级市（区）
130600,2003,保定市,地级市（区）
130700,2003,张家口市,地级市（区）
130800,2003,承德市,地级市（区）
130900,2003,沧州市,地级市（区）
131000,2003,廊坊市,地级市（区）
131100,2003,衡水市,地级市（区）
140100,2003,太原市,地级市（区）
140200,2003,大同市,地级市（区）
140300,2003,阳泉市,地级市（区）
140400,2003,长治市,地级市（区）
140500,2003,晋城市,地级市（区）
140600,2003,朔州市,地级市（区）
140700,2003,晋中市,地级市（区）
140800,2003,运城市,地级市（区）
140900,2003,忻州市,地级市（区）
141000,2003,临汾市,地级市（区）
141100,2003,吕梁市,地级市（区）
150100,2003,呼和浩特市,地级市（区）
150200,2003,包头市,地级市（区）
150300,2003,乌海市,地级市（区）
150400,2003,赤峰市,地级市（区）
150500,2003,通辽市,地级市（区）
150600,2003,鄂尔多斯市,地级市（区）
150700,2003,呼伦贝尔市,地级市（区）
150800,2003,巴彦淖尔市,地级市（区）
150900,2003,乌兰察布市,地级市（区）
152200,2003,兴安盟,地级市（区）
152500,2003,锡林郭勒盟,地级市（区）
152900,2003,阿拉善盟,地级市（区）
210100,2003,沈阳市,副省级城市
210200,2003,大连市,副省级城市
210300,2003,鞍山市,地级市（区）
210400,2003,抚顺市,地级市（区）
210500,2003,本溪市,地级市（区）
210600,2003,丹东市,地级市（区）
210700,2003,锦州市,地级市（区）
210800,2003,营口市,地级市（区）
210900,2003,阜新市,地级市（区）
211000,2003,辽阳市,地级市（区）
211100,2003,盘锦市,地级市（区）
211200,2003,铁岭市,地级市（区）
211300,2003,朝阳市,地级市（区）
211400,2003,葫芦岛市,地级市（区）
220100,2003,长春市,副省级城市
220200,2003,吉林市,地级市（区）
220300,2003,四平市,地级市（区）
220400,2003,辽源市,地级市（区）
220500,2003,通化市,地级市（区）
220600,2003,白山市,地级市（区）
220700,2003,松原市,地级市（区）
220800,2003,白城市,地级市（区）
222400,2003,延边朝鲜族自治州,地级市（区）
230100,2003,哈尔滨市,副省级城市
230200,2003,齐齐哈尔市,地级市（区）
230300,2003,鸡西市,地级市（区）
230400,2003,鹤岗市,地级市（区）
230500,2003,双鸭山市,地级市（区）
230600,2003,大庆市,地级市（区）
230700,2003,伊春市,地级市（区）
230800,2003,佳木斯市,地级市（区）
230900,2003,七台河市,地级市（区）
231000,2003,牡丹江市,地级市（区）
231100,2003,黑河市,地级市（区）
231200,2003,绥化市,地级市（区）
232700,2003,大兴安岭地区,地级市（区）
320100,2003,南京市,副省级城市
320200,2003,无锡市,地级市（区）
320300,2003,徐州市,地级市（区）
320400,2003,常州市,地级市（区）
320500,2003,苏州市,地级市（区）
320600,2003,南通市,地级市（区）
320700,2003,连云港市,地级市（区）
320800,2003,淮安市,地级市（区）
320900,2003,盐城市,地级市（区）
321000,2003,扬州市,地级市（区）
321100,2003,镇江市,地级市（区）
321200,2003,泰州市,地级市（区）
321300,2003,宿迁市,地级市（区）
330100,2003,杭州市,副省级城市
330200,2003,宁波市,副省级城市
330300,2003,温州市,地级市（区）
330400,2003,嘉兴市,地级市（区）
330500,2003,湖州市,地级市（区）
330600,2003,绍兴市,地级市（区）
330700,2003,金华市,地级市（区）
330800,2003,衢州市,地级市（区）
330900,2003,舟山市,地级市（区）
331000,2003,台州市,地级市（区）
331100,2003,丽水市,地级市（区）
340100,2003,合肥市,地级市（区）
340200,2003,芜湖市,地级市（区）
340300,2003,蚌埠市,地级市（区）
340400,2003,淮南市,地级市（区）
340500,2003,马鞍山市,地级市（区）
340600,2003,淮北市,地级市（区）
340700,2003,铜陵市,地级市（区）
340800,2003,安庆市,地级市（区）
341000,2003,黄山市,地级市（区）
341100,2003,滁州市,地级市（区）
341200,2003,阜阳市,地级市（区）
341300,2003,宿州市,地级市（区）
341400,2003,巢湖市,地级市（区）
341500,2003,六安市,地级市（区）
341600,2003,亳州市,地级市（区）
341700,2003,池州市,地级市（区）
341800,2003,宣城市,地级市（区）
350100,2003,福州市,地级市（区）
350200,2003,厦门市,副省级城市
350300,2003,莆田市,地级市（区）
350400,2003,三明市,地级市（区）
350500,2003,泉州市,地级市（区）
350600,2003,漳州市,地级市（区）
350700,2003,南平市,地级市（区）
350800,2003,龙岩市,地级市（区）
350900,2003,宁德市,地级市（区）
360100,2003,南昌市,地级市（区）
360200,2003,景德镇市,地级市（区）
360300,2003,萍乡市,地级市（区）
360400,2003,九江市,地级市（区）
360500,2003,新余市,地级市（区）
360600,2003,鹰潭市,地级市（区）
360700,2003,赣州市,地级市（区）
360800,2003,吉安市,地级市（区）
360900,2003,宜春市,地级市（区）
361000,2003,抚州市,地级市（区）
361100,2003,上饶市,地级市（区）
370100,2003,济南市,副省级城市
370200,2003,青岛市,副省级城市
370300,2003,淄博市,地级市（区）
370400,2003,枣庄市,地级市（区）
370500,2003,东营市,地级市（区）
370600,2003,烟台市,地级市（区）
370700,2003,潍坊市,地级市（区）
370800,2003,济宁市,地级市（区）
370900,2003,泰安市,地级市（区）
371000,2003,威海市,地级市（区）
371100,2003,日照市,地级市（区）
371200,2003,莱芜市,地级市（区）
371300,2003,临沂市,地级市（区）
371400,2003,德州市,地级市（区）
371500,2003,聊城市,地级市（区）
371600,2003,滨州市,地级市（区）
371700,2003,菏泽市,地级市（区）
410100,2003,郑州市,地级市（区）
410200,2003,开封市,地级市（区）
410300,2003,洛阳市,地级市（区）
410400,2003,平顶山市,地级市（区）
410500,2003,安阳市,地级市（区）
410600,2003,鹤壁市,地级市（区）
410700,2003,新乡市,地级市（区）
410800,2003,焦作市,地级市（区）
410900,2003,濮阳市,地级市（区）
411000,2003,许昌市,地级市（区）
411100,2003,漯河市,地级市（区）
411200,2003,三门峡市,地级市（区）
411300,2003,南阳市,地级市（区）
411400,2003,商丘市,地级市（区）
411500,2003,信阳市,地级市（区）
411600,2003,周口市,地级市（区）
411700,2003,驻马店市,地级市（区）
419001,2003,济源市,省直辖县
420100,2003,武汉市,副省级城市
420200,2003,黄石市,地级市（区）
420300,2003,十堰市,地级市（区）
420500,2003,宜昌市,地级市（区）
420600,2003,襄阳市,地级市（区）
420700,2003,鄂州市,地级市（区）
420800,2003,荆门市,地级市（区）
420900,2003,孝感市,地级市（区）
421000,2003,荆州市,地级市（区）
421100,2003,黄冈市,地级市（区）
421200,2003,咸宁市,地级市（区）
421300,2003,随州市,地级市（区）
422800,2003,恩施土家族苗族自治州,地级市（区）
429004,2003,仙桃市,省直辖县
429005,2003,潜江市,省直辖县
429006,2003,天门市,省直辖县
429021,2003,神农架林区,省直辖县
430100,2003,长沙市,地级市（区）
430200,2003,株洲市,地级市（区）
430300,2003,湘潭市,地级市（区）
430400,2003,衡阳市,地级市（区）
430500,2003,邵阳市,地级市（区）
430600,2003,岳阳市,地级市（区）
430700,2003,常德市,地级市（区）
430800,2003,张家界市,地级市（区）
430900,2003,益阳市,地级市（区）
431000,2003,郴州市,地级市（区）
431100,2003,永州市,地级市（区）
431200,2003,怀化市,地级市（区）
431300,2003,娄底市,地级市（区）
433100,2003,湘西土家族苗族自治州,地级市（区）
440100,2003,广州市,副省级城市
440200,2003,韶关市,地级市（区）
440300,2003,深圳市,副省级城市
440400,2003,珠海市,地级市（区）
440500,2003,汕头市,地级市（区）
440600,2003,佛山市,地级市（区）
440700,2003,江门市,地级市（区）
440800,2003,湛江市,地级市（区）
440900,2003,茂名市,地级市（区）
441200,2003,肇庆市,地级市（区）
441300,2003,惠州市,地级市（区）
441400,2003,梅州市,地级市（区）
441500,2003,汕尾市,地级市（区）
441600,2003,河源市,地级市（区）
441700,2003,阳江市,地级市（区）
441800,2003,清远市,地级市（区）
441900,2003,东莞市,地级市（区）
442000,2003,中山市,地级市（区）
445100,2003,潮州市,地级市（区）
445200,2003,揭阳市,地级市（区）
445300,2003,云浮市,地级市（区）
450100,2003,南宁市,地级市（区）
450200,2003,柳州市,地级市（区）
450300,2003,桂林市,地级市（区）
450400,2003,梧州市,地级市（区）
450500,2003,北海市,地级市（区）
450600,2003,防城港市,地级市（区）
450700,2003,钦州市,地级市（区）
450800,2003,贵港市,地级市（区）
450900,2003,玉林市,地级市（区）
451000,2003,百色市,地级市（区）
451100,2003,贺州市,地级市（区）
451200,2003,河池市,地级市（区）
451300,2003,来宾市,地级市（区）
451400,2003,崇左市,地级市（区）
460100,2003,海口市,地级市（区）
460200,2003,三亚市,地级市（区）
510100,2003,成都市,副省级城市
510300,2003,自贡市,地级市（区）
510400,2003,攀枝花市,地级市（区）
510500,2003,泸州市,地级市（区）
510600,2003,德阳市,地级市（区）
510700,2003,绵阳市,地级市（区）
510800,2003,广元市,地级市（区）
510900,2003,遂宁市,地级市（区）
511000,2003,内江市,地级市（区）
511100,2003,乐山市,地级市（区）
511300,2003,南充市,地级市（区）
511400,2003,眉山市,地级市（区）
511500,2003,宜宾市,地级市（区）
511600,2003,广安市,地级市（区）
511700,2003,达州市,地级市（区）
511800,2003,雅安市,地级市（区）
511900,2003,巴中市,地级市（区）
512000,2003,资阳市,地级市（区）
513200,2003,阿坝藏族羌族自治州,地级市（区）
513300,2003,甘孜藏族自治州,地级市（区）
513400,2003,凉山彝族自治州,地级市（区）
520100,2003,贵阳市,地级市（区）
520200,2003,六盘水市,地级市（区）
520300,2003,遵义市,地级市（区）
520400,2003,安顺市,地级市（区）
520500,2003,毕节市,地级市（区）
520600,2003,铜仁市,地级市（区）
522300,2003,黔西南布依族苗族自治州,地级市（区）
522600,2003,黔东南苗族侗族自治州,地级市（区）
522700,2003,黔南布依族苗族自治州,地级市（区）
530100,2003,昆明市,地级市（区）
530300,2003,曲靖市,地级市（区）
530400,2003,玉溪市,地级市（区）
530500,2003,保山市,地级市（区）
530600,2003,昭通市,地级市（区）
530700,2003,丽江市,地级市（区）
530800,2003,普洱市,地级市（区）
530900,2003,临沧市,地级市（区）
532300,2003,楚雄彝族自治州,地级市（区）
532500,2003,红河哈尼族彝族自治州,地级市（区）
532600,2003,文山壮族苗族自治州,地级市（区）
532800,2003,西双版纳傣族自治州,地级市（区）
532900,2003,大理白族自治州,地级市（区）
533100,2003,德宏傣族景颇族自治州,地级市（区）
533300,2003,怒江傈僳族自治州,地级市（区）
533400,2003,迪庆藏族自治州,地级市（区）
540100,2003,拉萨市,地级市（区）
542100,2003,昌都地区,地级市（区）
542200,2003,山南地区,地级市（区）
542300,2003,日喀则地区,地级市（区）
542400,2003,那曲地区,地级市（区）
542500,2003,阿里地区,地级市（区）
542600,2003,林芝地区,地级市（区）
610100,2003,西安市,副省级城市
610200,2003,铜川市,地级市（区）
610300,2003,宝鸡市,地级市（区）
610400,2003,咸阳市,地级市（区）
610500,2003,渭南市,地级市（区）
610600,2003,延安市,地级市（区）
610700,2003,汉中市,地级市（区）
610800,2003,榆林市,地级市（区）
610900,2003,安康市,地级市（区）
611000,2003,商洛市,地级市（区）
620100,2003,兰州市,地级市（区）
620200,2003,嘉峪关市,地级市（区）
620300,2003,金昌市,地级市（区）
620400,2003,白银市,地级市（区）
620500,2003,天水市,地级市（区）
620600,2003,武威市,地级市（区）
620700,2003,张掖市,地级市（区）
620800,2003,平凉市,地级市（区）
620900,2003,酒泉市,地级市（区）
621000,2003,庆阳市,地级市（区）
621100,2003,定西市,地级市（区）
621200,2003,陇南市,地级市（区）
622900,2003,临夏回族自治州,地级市（区）
623000,2003,甘南藏族自治州,地级市（区）
630100,2003,西宁市,地级市（区）
632100,2003,海东地区,地级市（区）
632200,2003,海北藏族自治州,地级市（区）
632300,2003,黄南藏族自治州,地级市（区）
632500,2003,海南藏族自治州,地级市（区）
632600,2003,果洛藏族自治州,地级市（区）
632700,2003,玉树藏族自治州,地级市（区）
632800,2003,海西蒙古族藏族自治州,地级市（区）
640100,2003,银川市,地级市（区）
640200,2003,石嘴山市,地级市（区）
640300,2003,吴忠市,地级市（区）
640400,2003,固原市,地级市（区）
640500,2003,中卫市,地级市（区）
650100,2003,乌鲁木齐市,地级市（区）
650200,2003,克拉玛依市,地级市（区）
652100,2003,吐鲁番地区,地级市（区）
652200,2003,哈密地区,地级市（区）
652300,2003,昌吉回族自治州,地级市（区）
652700,2003,博尔塔拉蒙古自治州,地级市（区）
652800,2003,巴音郭楞蒙古自治州,地级市（区）
652900,2003,阿克苏地区,地级市（区）
653000,2003,克孜勒苏柯尔克孜自治州,地级市（区）
653100,2003,喀什地区,地级市（区）
653200,2003,和田地区,地级市（区）
654000,2003,伊犁哈萨克自治州,地级市（区）
654200,2003,塔城地区,地级市（区）
654300,2003,阿勒泰地区,地级市（区）
659001,2003,石河子市,省直辖县
659002,2003,阿拉尔市,省直辖县
659003,2003,图木舒克市,省直辖县
659004,2003,五家渠市,省直辖县
130100,2004,石家庄市,地级市（区）
130200,2004,唐山市,地级市（区）
130300,2004,秦皇岛市,地级市（区）
130400,2004,邯郸市,地级市（区）
130500,2004,邢台市,地级市（区）
130600,2004,保定市,地级市（区）
130700,2004,张家口市,地级市（区）
130800,2004,承德市,地级市（区）
130900,2004,沧州市,地级市（区）
131000,2004,廊坊市,地级市（区）
131100,2004,衡水市,地级市（区）
140100,2004,太原市,地级市（区）
140200,2004,大同市,地级市（区）
140300,2004,阳泉市,地级市（区）
140400,2004,长治市,地级市（区）
140500,2004,晋城市,地级市（区）
140600,2004,朔州市,地级市（区）
140700,2004,晋中市,地级市（区）
140800,2004,运城市,地级市（区）
140900,2004,忻州市,地级市（区）
141000,2004,临汾市,地级市（区）
141100,2004,吕梁市,地级市（区）
150100,2004,呼和浩特市,地级市（区）
150200,2004,包头市,地级市（区）
150300,2004,乌海市,地级市（区）
150400,2004,赤峰市,地级市（区）
150500,2004,通辽市,地级市（区）
150600,2004,鄂尔多斯市,地级市（区）
150700,2004,呼伦贝尔市,地级市（区）
150800,2004,巴彦淖尔市,地级市（区）
150900,2004,乌兰察布市,地级市（区）
152200,2004,兴安盟,地级市（区）
152500,2004,锡林郭勒盟,地级市（区）
152900,2004,阿拉善盟,地级市（区）
210100,2004,沈阳市,副省级城市
210200,2004,大连市,副省级城市
210300,2004,鞍山市,地级市（区）
210400,2004,抚顺市,地级市（区）
210500,2004,本溪市,地级市（区）
210600,2004,丹东市,地级市（区）
210700,2004,锦州市,地级市（区）
210800,2004,营口市,地级市（区）
210900,2004,阜新市,地级市（区）
211000,2004,辽阳市,地级市（区）
211100,2004,盘锦市,地级市（区）
211200,2004,铁岭市,地级市（区）
211300,2004,朝阳市,地级市（区）
211400,2004,葫芦岛市,地级市（区）
220100,2004,长春市,副省级城市
220200,2004,吉林市,地级市（区）
220300,2004,四平市,地级市（区）
220400,2004,辽源市,地级市（区）
220500,2004,通化市,地级市（区）
220600,2004,白山市,地级市（区）
220700,2004,松原市,地级市（区）
220800,2004,白城市,地级市（区）
222400,2004,延边朝鲜族自治州,地级市（区）
230100,2004,哈尔滨市,副省级城市
230200,2004,齐齐哈尔市,地级市（区）
230300,2004,鸡西市,地级市（区）
230400,2004,鹤岗市,地级市（区）
230500,2004,双鸭山市,地级市（区）
230600,2004,大庆市,地级市（区）
230700,2004,伊春市,地级市（区）
230800,2004,佳木斯市,地级市（区）
230900,2004,七台河市,地级市（区）
231000,2004,牡丹江市,地级市（区）
231100,2004,黑河市,地级市（区）
231200,2004,绥化市,地级市（区）
232700,2004,大兴安岭地区,地级市（区）
320100,2004,南京市,副省级城市
320200,2004,无锡市,地级市（区）
320300,2004,徐州市,地级市（区）
320400,2004,常州市,地级市（区）
320500,2004,苏州市,地级市（区）
320600,2004,南通市,地级市（区）
320700,2004,连云港市,地级市（区）
320800,2004,淮安市,地级市（区）
320900,2004,盐城市,地级市（区）
321000,2004,扬州市,地级市（区）
321100,2004,镇江市,地级市（区）
321200,2004,泰州市,地级市（区）
321300,2004,宿迁市,地级市（区）
330100,2004,杭州市,副省级城市
330200,2004,宁波市,副省级城市
330300,2004,温州市,地级市（区）
330400,2004,嘉兴市,地级市（区）
330500,2004,湖州市,地级市（区）
330600,2004,绍兴市,地级市（区）
330700,2004,金华市,地级市（区）
330800,2004,衢州市,地级市（区）
330900,2004,舟山市,地级市（区）
331000,2004,台州市,地级市（区）
331100,2004,丽水市,地级市（区）
340100,2004,合肥市,地级市（区）
340200,2004,芜湖市,地级市（区）
340300,2004,蚌埠市,地级市（区）
340400,2004,淮南市,地级市（区）
340500,2004,马鞍山市,地级市（区）
340600,2004,淮北市,地级市（区）
340700,2004,铜陵市,地级市（区）
340800,2004,安庆市,地级市（区）
341000,2004,黄山市,地级市（区）
341100,2004,滁州市,地级市（区）
341200,2004,阜阳市,地级市（区）
341300,2004,宿州市,地级市（区）
341400,2004,巢湖市,地级市（区）
341500,2004,六安市,地级市（区）
341600,2004,亳州市,地级市（区）
341700,2004,池州市,地级市（区）
341800,2004,宣城市,地级市（区）
350100,2004,福州市,地级市（区）
350200,2004,厦门市,副省级城市
350300,2004,莆田市,地级市（区）
350400,2004,三明市,地级市（区）
350500,2004,泉州市,地级市（区）
350600,2004,漳州市,地级市（区）
350700,2004,南平市,地级市（区）
350800,2004,龙岩市,地级市（区）
350900,2004,宁德市,地级市（区）
360100,2004,南昌市,地级市（区）
360200,2004,景德镇市,地级市（区）
360300,2004,萍乡市,地级市（区）
360400,2004,九江市,地级市（区）
360500,2004,新余市,地级市（区）
360600,2004,鹰潭市,地级市（区）
360700,2004,赣州市,地级市（区）
360800,2004,吉安市,地级市（区）
360900,2004,宜春市,地级市（区）
361000,2004,抚州市,地级市（区）
361100,2004,上饶市,地级市（区）
370100,2004,济南市,副省级城市
370200,2004,青岛市,副省级城市
370300,2004,淄博市,地级市（区）
370400,2004,枣庄市,地级市（区）
370500,2004,东营市,地级市（区）
370600,2004,烟台市,地级市（区）
370700,2004,潍坊市,地级市（区）
370800,2004,济宁市,地级市（区）
370900,2004,泰安市,地级市（区）
371000,2004,威海市,地级市（区）
371100,2004,日照市,地级市（区）
371200,2004,莱芜市,地级市（区）
371300,2004,临沂市,地级市（区）
371400,2004,德州市,地级市（区）
371500,2004,聊城市,地级市（区）
371600,2004,滨州市,地级市（区）
371700,2004,菏泽市,地级市（区）
410100,2004,郑州市,地级市（区）
410200,2004,开封市,地级市（区）
410300,2004,洛阳市,地级市（区）
410400,2004,平顶山市,地级市（区）
410500,2004,安阳市,地级市（区）
410600,2004,鹤壁市,地级市（区）
410700,2004,新乡市,地级市（区）
410800,2004,焦作市,地级市（区）
410900,2004,濮阳市,地级市（区）
411000,2004,许昌市,地级市（区）
411100,2004,漯河市,地级市（区）
411200,2004,三门峡市,地级市（区）
411300,2004,南阳市,地级市（区）
411400,2004,商丘市,地级市（区）
411500,2004,信阳市,地级市（区）
411600,2004,周口市,地级市（区）
411700,2004,驻马店市,地级市（区）
419001,2004,济源市,省直辖县
420100,2004,武汉市,副省级城市
420200,2004,黄石市,地级市（区）
420300,2004,十堰市,地级市（区）
420500,2004,宜昌市,地级市（区）
420600,2004,襄阳市,地级市（区）
420700,2004,鄂州市,地级市（区）
420800,2004,荆门市,地级市（区）
420900,2004,孝感市,地级市（区）
421000,2004,荆州市,地级市（区）
421100,2004,黄冈市,地级市（区）
421200,2004,咸宁市,地级市（区）
421300,2004,随州市,地级市（区）
422800,2004,恩施土家族苗族自治州,地级市（区）
429004,2004,仙桃市,省直辖县
429005,2004,潜江市,省直辖县
429006,2004,天门市,省直辖县
429021,2004,神农架林区,省直辖县
430100,2004,长沙市,地级市（区）
430200,2004,株洲市,地级市（区）
430300,2004,湘潭市,地级市（区）
430400,2004,衡阳市,地级市（区）
430500,2004,邵阳市,地级市（区）
430600,2004,岳阳市,地级市（区）
430700,2004,常德市,地级市（区）
430800,2004,张家界市,地级市（区）
430900,2004,益阳市,地级市（区）
431000,2004,郴州市,地级市（区）
431100,2004,永州市,地级市（区）
431200,2004,怀化市,地级市（区）
431300,2004,娄底市,地级市（区）
433100,2004,湘西土家族苗族自治州,地级市（区）
440100,2004,广州市,副省级城市
440200,2004,韶关市,地级市（区）
440300,2004,深圳市,副省级城市
440400,2004,珠海市,地级市（区）
440500,2004,汕头市,地级市（区）
440600,2004,佛山市,地级市（区）
440700,2004,江门市,地级市（区）
440800,2004,湛江市,地级市（区）
440900,2004,茂名市,地级市（区）
441200,2004,肇庆市,地级市（区）
441300,2004,惠州市,地级市（区）
441400,2004,梅州市,地级市（区）
441500,2004,汕尾市,地级市（区）
441600,2004,河源市,地级市（区）
441700,2004,阳江市,地级市（区）
441800,2004,清远市,地级市（区）
441900,2004,东莞市,地级市（区）
442000,2004,中山市,地级市（区）
445100,2004,潮州市,地级市（区）
445200,2004,揭阳市,地级市（区）
445300,2004,云浮市,地级市（区）
450100,2004,南宁市,地级市（区）
450200,2004,柳州市,地级市（区）
450300,2004,桂林市,地级市（区）
450400,2004,梧州市,地级市（区）
450500,2004,北海市,地级市（区）
450600,2004,防城港市,地级市（区）
450700,2004,钦州市,地级市（区）
450800,2004,贵港市,地级市（区）
450900,2004,玉林市,地级市（区）
451000,2004,百色市,地级市（区）
451100,2004,贺州市,地级市（区）
451200,2004,河池市,地级市（区）
451300,2004,来宾市,地级市（区）
451400,2004,崇左市,地级市（区）
460100,2004,海口市,地级市（区）
460200,2004,三亚市,地级市（区）
510100,2004,成都市,副省级城市
510300,2004,自贡市,地级市（区）
510400,2004,攀枝花市,地级市（区）
510500,2004,泸州市,地级市（区）
510600,2004,德阳市,地级市（区）
510700,2004,绵阳市,地级市（区）
510800,2004,广元市,地级市（区）
510900,2004,遂宁市,地级市（区）
511000,2004,内江市,地级市（区）
511100,2004,乐山市,地级市（区）
511300,2004,南充市,地级市（区）
511400,2004,眉山市,地级市（区）
511500,2004,宜宾市,地级市（区）
511600,2004,广安市,地级市（区）
511700,2004,达州市,地级市（区）
511800,2004,雅安市,地级市（区）
511900,2004,巴中市,地级市（区）
512000,2004,资阳市,地级市（区）
513200,2004,阿坝藏族羌族自治州,地级市（区）
513300,2004,甘孜藏族自治州,地级市（区）
