,姓名,性别,民族,出生日期(YYYY-MM-DD),籍贯省,籍贯市,籍贯县/区,最高学历,党派信息,现状,开除党籍,查处/罢黜原因,查处/罢黜原因备注,是否复出,查处/罢黜时间,最初查处单位,是否起诉,起诉罪名,涉案金额,一审时间,审理地点（一级地区关键词）,审理地点（二级地区关键词）,一审判决,是否上诉,二审时间,二审判决
3452,尤仁,男,蒙古族,1/1/1942,内蒙古自治区,乌兰察布市,四子王旗,专科,10/1/1962,退休,,,,,,,,,,,,,,,,
3453,俞兴德,男,汉族,11/1/1939,江苏省,常州市,武进区,专科,7/1/1961,退休,,,,,,,,,,,,,,,,
3454,张德春,女,汉族,8/1/1943,山东省,聊城市,茌平县,本科,10/1/1965,退休,,,,,,,,,,,,,,,,
3455,张惠新,男,汉族,1/1/1944,江苏省,南通市,海门市,本科,11/1/1965,退休,,,,,,,,,,,,,,,,
3456,张家坤,男,汉族,4/1/1942,福建省,福州市,,本科,6/1/1966,退休,,,,,,,,,,,,,,,,
3457,张锡林,男,汉族,5/1/1942,河北省,保定市,涞水县,本科,,退休,,,,,,,,,,,,,,,,
3458,赵文源,男,汉族,11/1/1942,河北省,邢台市,临城县,本科,11/1/1973,死亡,,,,,,,,,,,,,,,,
3459,郑培民,男,汉族,7/23/1943,河北省,邯郸市,武安市,本科,6/1/1969,死亡,,,,,,,,,,,,,,,,
3460,周德海,男,汉族,9/1/1942,河北省,廊坊市,三河市,本科,2/1/1974,退休,,,,,,,,,,,,,,,,
3461,白志健,男,汉族,11/1/1948,湖北省,武汉市,,本科,8/1/1976,退休,,,,,,,,,,,,,,,,
3462,曹克明,男,汉族,11/1/1934,河南省,南阳市,,高中,7/1/1959,死亡,,,,,,,,,,,,,,,,
3463,陈玉杰,女,汉族,11/1/1941,吉林省,长春市,榆树市,本科,,退休,,,,,,,,,,,,,,,,
3464,丁世发,男,汉族,9/1/1943,辽宁省,辽阳市,,本科,3/1/1966,退休,,,,,,,,,,,,,,,,
3465,董万德,男,汉族,3/1/1943,辽宁省,鞍山市,海城市,本科,,退休,,,,,,,,,,,,,,,,
3466,范钦臣,男,汉族,6/1/1941,河南省,郑州市,巩义市,本科,6/1/1960,退休,,,,,,,,,,,,,,,,
3467,方兆祥,男,汉族,3/1/1942,安徽省,安庆市,,硕士,12/1/1971,退休,,,,,,,,,,,,,,,,
3468,龚学平,男,汉族,3/1/1942,江苏省,南京市,,本科,11/1/1965,退休,,,,,,,,,,,,,,,,
3469,顾浩,男,汉族,1/1/1940,江苏省,南通市,通州区,本科,7/1/1964,退休,,,,,,,,,,,,,,,,
3470,何少川,男,汉族,5/1/1938,福建省,泉州市,,本科,,退休,,,,,,,,,,,,,,,,
3471,黄松禄,男,汉族,11/1/1939,福建省,泉州市,,,12/1/1960,死亡,,,,,,,,,,,,,,,,
3472,蒋以任,男,汉族,10/1/1942,上海市,嘉定区,,本科,12/1/1970,退休,,,,,,,,,,,,,,,,
3473,李从军,男,汉族,10/1/1949,安徽省,六安市,,博士,5/1/1983,退休,,,,,,,,,,,,,,,,
3474,李景田,男,满族,1/1/1948,内蒙古自治区,兴安盟,扎赉特旗,本科,2/1/1971,退休,,,,,,,,,,,,,,,,
3475,李贻衡,男,汉族,3/1/1942,湖北省,武汉市,,,11/1/1961,退休,,,,,,,,,,,,,,,,
3476,李有慰,男,汉族,6/1/1944,安徽省,宣城市,宁国市,本科,5/1/1980,退休,,,,,,,,,,,,,,,,
3477,刘学斌,男,汉族,9/1/1937,黑龙江省,哈尔滨市,双城区,硕士,4/1/1960,退休,,,,,,,,,,,,,,,,
3478,刘知炳,男,汉族,8/1/1943,湖南省,衡阳市,,专科,12/1/1965,立案查处,是,贪污腐败,,否,12/6/2001,中纪委,是,受贿罪,86.63万元人民币,6/24/2007,广西省,南宁市,15年有期徒刑,否,,
3479,马福海,男,回族,12/1/1947,青海省,海东市,民和回族土族自治县,本科,7/1/1981,退休,,,,,,,,,,,,,,,,
3480,任启兴,男,汉族,10/1/1942,安徽省,淮北市,濉溪县,本科,4/1/1965,退休,,,,,,,,,,,,,,,,
3481,桑结加,男,藏族,11/1/1942,青海省,海东市,平安区,硕士,2/1/1972,退休,,,,,,,,,,,,,,,,
3482,施殿金,男,汉族,6/1/1945,吉林省,辽源市,东辽县,本科,6/1/1971,死亡,,,,,,,,,,,,,,,,
3483,宋仪侨,男,汉族,6/1/1942,河北省,,,专科,,退休,,,,,,,,,,,,,,,,
3484,赵金铎,男,满族,2/1/1943,河北省,沧州市,,本科,12/1/1979,退休,,,,,,,,,,,,,,,,
3485,吴野渡,男,汉族,7/1/1937,河北省,沧州市,,专科,12/1/1979,退休,,,,,,,,,,,,,,,,
3486,张士儒,男,汉族,12/1/1941,河北省,唐山市,乐亭县,本科,1/1/1966,退休,,,,,,,,,,,,,,,,
3487,丛福奎,男,汉族,9/1/1942,辽宁省,丹东市,宽甸满族自治县,本科,11/1/1974,立案查处,是,贪污腐败,,否,5/17/2001,中纪委,是,受贿罪,,4/29/2003,河北省,张家口市,死缓,否,,
3488,王天玺,男,彝族,10/1/1942,云南省,临沧市,云县,硕士,,退休,,,,,,,,,,,,,,,,
3489,黄维彬,男,汉族,9/1/1943,云南省,玉溪市,通海县,本科,6/1/1979,退休,,,,,,,,,,,,,,,,
3490,姚湘成,男,汉族,8/1/1941,江苏省,苏州市,张家港市,专科,,退休,,,,,,,,,,,,,,,,
3491,刘光和,男,汉族,12/1/1944,湖南省,湘潭市,,本科,4/1/1966,退休,,,,,,,,,,,,,,,,
3492,洛桑,男,藏族,8/1/1942,青海省,海东市,乐都区,不详,,退休,,,,,,,,,,,,,,,,
3493,田源,男,汉族,1/1/1941,陕西省,西安市,周至县,本科,,退休,,,,,,,,,,,,,,,,
3494,阿布,男,回族,3/1/1967,西藏自治区,拉萨市,,本科,4/1/1992,在职,,,,,,,,,,,,,,,,
3495,艾丽华,女,蒙古族,6/1/1986,内蒙古自治区,赤峰市,翁牛特旗,本科,6/1/1986,在职,,,,,,,,,,,,,,,,
3496,白玉刚,男,蒙古族,8/1/1965,内蒙古自治区,鄂尔多斯市,达拉特旗,本科,7/1/1992,在职,,,,,,,,,,,,,,,,
3497,包振玉,男,蒙古族,9/1/1962,内蒙古自治区,兴安盟,科右前旗,本科,11/1/1992,在职,,,,,,,,,,,,,,,,
3498,鲍常勇,男,汉族,11/1/1965,河南省,商丘市,宁陵县,博士,10/1/1987,在职,,,,,,,,,,,,,,,,
3499,毕力夫,男,蒙古族,12/1/1962,内蒙古自治区,呼和浩特市,,博士,12/1/1976,在职,,,,,,,,,,,,,,,,
3500,才让太,男,藏族,11/1/1969,青海省,海东地区,平安县,本科,10/1/1991,在职,,,,,,,,,,,,,,,,
3501,曹邦兴,男,汉族,10/1/1973,重庆市,万县市,奉节县,硕士,6/1/1993,在职,,,,,,,,,,,,,,,,
3502,陈飞,男,汉族,1/1/1975,山东省,潍坊市,,博士,12/1/1996,在职,,,,,,,,,,,,,,,,
3503,陈豪,男,汉族,2/1/1954,江苏省,南通市,海门市,硕士,6/1/1976,在职,,,,,,,,,,,,,,,,
3504,陈吉明,男,汉族,5/1/1962,四川省,自贡市,富顺县,硕士,4/1/1984,在职,,,,,,,,,,,,,,,,
3505,陈俊,女,汉族,10/1/1961,贵州省,遵义市,赤水市,博士,11/1/1983,在职,,,,,,,,,,,,,,,,
3506,陈求发,男,苗族,12/1/1954,湖南省,邵阳市,城步苗族自治县,本科,9/1/1974,在职,,,,,,,,,,,,,,,,
3507,陈伟俊,男,汉族,6/1/1966,浙江省,宁波市,宁海县,硕士,6/1/1985,在职,,,,,,,,,,,,,,,,
3508,陈星,男,汉族,2/1/1965,河南省,商丘市,虞城县,硕士,,在职,,,,,,,,,,,,,,,,
3509,陈学军,男,汉族,6/1/1959,江苏省,扬州市,宝应县,硕士,10/1/1987,立案查处,,贪污腐败,,否,6/1/2015,河北省纪委,是,受贿罪,,,,,,,,
3510,陈永奇,男,汉族,11/1/1967,山西省,朔州市,怀仁县,博士,12/1/1985,在职,,,,,,,,,,,,,,,,
3511,陈志刚,男,汉族,9/1/1960,江西省,景德镇市,,本科,2/1/1984,在职,,,,,,,,,,,,,,,,
3512,池秋娜,女,汉族,9/1/1961,福建省,三明市,大田县,本科,,在职,,,,,,,,,,,,,,,,
3513,崔枫林,男,汉族,10/1/1960,,,,硕士,4/1/1981,在职,,,,,,,,,,,,,,,,
3514,崔洪刚,男,汉族,5/1/1961,山东省,淄博市,,硕士,11/1/1982,在职,,,,,,,,,,,,,,,,
3515,崔述强,男,汉族,5/1/1963,北京市,,,博士,9/1/1988,在职,,,,,,,,,,,,,,,,
3516,戴炜,男,汉族,12/1/1960,辽宁省,铁岭市,,硕士,12/1/1984,在职,,,,,,,,,,,,,,,,
3517,邓伟根,男,汉族,6/1/1962,广东省,佛山市,,博士,6/1/1985,在职,,,,,,,,,,,,,,,,
3518,丁绣峰,男,汉族,4/1/1965,河北省,邢台市,平乡县,硕士,8/1/1984,在职,,,,,,,,,,,,,,,,
3519,董保同,男,汉族,1/1/1967,河北省,衡水市,深州市,硕士,6/1/1994,在职,,,,,,,,,,,,,,,,
3520,董卫民,男,汉族,9/1/1968,湖北省,黄冈市,武穴市,硕士,3/1/1990,在职,,,,,,,,,,,,,,,,
3521,董晓健,男,汉族,9/1/1962,,,,博士,7/1/1984,在职,,,,,,,,,,,,,,,,
3522,董岩,男,汉族,3/1/1958,黑龙江省,哈尔滨市,宾县,硕士,12/1/1976,在职,,,,,,,,,,,,,,,,
3523,杜世源,男,汉族,10/1/1963,浙江省,金华市,东阳市,本科,5/1/1985,在职,,,,,,,,,,,,,,,,
3524,尔肯江·吐拉洪,男,维吾尔族,6/1/1964,新疆维吾尔自治区,喀什地区,,硕士,1/1/1985,在职,,,,,,,,,,,,,,,,
3525,费高云,男,汉族,8/1/1971,江苏省,淮安市,,硕士,12/1/1992,在职,,,,,,,,,,,,,,,,
3526,冯键,男,汉族,5/1/1964,安徽省,滁州市,来安县,博士,11/1/1986,在职,,,,,,,,,,,,,,,,
3527,冯韶慧,男,汉族,9/1/1965,河北省,保定市,曲阳县,硕士,11/1/1984,在职,,,,,,,,,,,,,,,,
3528,付万惠,男,蒙古族,2/1/1960,内蒙古自治区,兴安盟,科右前旗,本科,6/1/1986,在职,,,,,,,,,,,,,,,,
3529,高福平,男,汉族,5/1/1964,,,,,,在职,,,,,,,,,,,,,,,,
3530,高科,男,汉族,6/1/1960,,,,硕士,6/1/1986,在职,,,,,,,,,,,,,,,,
3531,郭大为,男,汉族,6/1/1960,陕西省,西安市,,硕士,7/1/1987,在职,,,,,,,,,,,,,,,,
3532,韩立华,男,汉族,11/1/1963,黑龙江省,绥化市,兰西县,博士,6/1/1986,在职,,,,,,,,,,,,,,,,
3533,侯红,女,汉族,1/1/1967,河南省,南阳市,社旗县,硕士,8/1/1987,在职,,,,,,,,,,,,,,,,
3534,胡启生,男,汉族,5/1/1971,安徽省,安庆市,桐城市,硕士,6/1/1992,在职,,,,,,,,,,,,,,,,
3535,胡卫国,男,汉族,9/1/1963,上海市,,,硕士,6/1/1988,在职,,,,,,,,,,,,,,,,
3536,胡玉亭,男,汉族,7/1/1964,山西省,忻州市,五台县,硕士,,在职,,,,,,,,,,,,,,,,
3537,黄宗林,男,汉族,12/1/1964,重庆市,巫山县,,本科,12/1/1995,在职,,,,,,,,,,,,,,,,
3538,回建,男,回族,7/1/1961,河北省,沧州市,沧县,硕士,12/1/1982,在职,,,,,,,,,,,,,,,,
3539,贾玉梅,女,汉族,7/1/1963,,,,硕士,11/1/1983,在职,,,,,,,,,,,,,,,,
3540,蒋超良,男,汉族,8/1/1957,湖南省,岳阳市,汨罗市,硕士,5/1/1981,在职,,,,,,,,,,,,,,,,
3541,解维俊,男,汉族,1/1/1962,山东省,淄博市,,硕士,9/1/1984,在职,,,,,,,,,,,,,,,,
3542,金长征,女,回族,10/1/1962,上海市,,,硕士,3/1/1985,在职,,,,,,,,,,,,,,,,
3543,康涛,男,汉族,4/1/1963,江苏省,镇江市,,硕士,3/1/1984,在职,,,,,,,,,,,,,,,,
3544,康志文,男,汉族,8/1/1958,辽宁省,丹东市,凤城市,硕士,8/1/1976,在职,,,,,,,,,,,,,,,,
3545,孔晓宏,男,汉族,7/1/1966,安徽省,合肥市,庐江县,硕士,7/1/1989,在职,,,,,,,,,,,,,,,,
3546,赖泽华,男,汉族,9/1/1965,广东省,河源市,紫金县,硕士,9/1/1990,在职,,,,,,,,,,,,,,,,
3547,兰开驰,男,汉族,4/1/1961,四川省,绵阳市,三台县,硕士,8/1/1984,在职,,,,,,,,,,,,,,,,
3548,蓝佛安,男,汉族,7/1/1963,广东省,惠州市,惠东县,本科,4/1/1985,在职,,,,,,,,,,,,,,,,
3549,李炳军,男,汉族,2/1/1963,山东省,潍坊市,临朐县,本科,3/1/1984,在职,,,,,,,,,,,,,,,,
3550,李发平,男,汉族,1/1/1963,湖北省,十堰市,,硕士,6/1/1985,在职,,,,,,,,,,,,,,,,
3551,李峰(山东),男,汉族,1/1/1961,山东省,淄博市,,硕士,11/1/1985,在职,,,,,,,,,,,,,,,,
3552,李公乐,男,汉族,2/1/1962,河南省,濮阳市,,本科,12/1/1983,在职,,,,,,,,,,,,,,,,
3553,李海渊,男,汉族,10/1/1964,山西省,吕梁市,孝义市,本科,4/1/1987,在职,,,,,,,,,,,,,,,,
3554,李红军,男,汉族,9/1/1965,湖北省,宜昌市,当阳市,博士,10/1/1986,在职,,,,,,,,,,,,,,,,
3555,李宏庆,男,汉族,10/1/1963,广西壮族自治区,玉林市,博白县,硕士,7/1/1985,在职,,,,,,,,,,,,,,,,
3556,李荐国,男,汉族,3/1/1963,湖南省,衡阳市,衡东县,博士,1/1/1983,在职,,,,,,,,,,,,,,,,
3557,李杰翔,男,汉族,3/1/1964,内蒙古自治区,鄂尔多斯市,准格尔旗,硕士,1/1/1985,在职,,,,,,,,,,,,,,,,
3558,李景浩,男,朝鲜族,7/1/1961,吉林省,延边朝鲜族自治州,,硕士,,在职,,,,,,,,,,,,,,,,
3559,李坤,男,汉族,4/1/1963,黑龙江省,绥化市,兰西县,硕士,12/1/1990,在职,,,,,,,,,,,,,,,,
3560,李明远,男,汉族,8/1/1965,陕西省,延安市,吴起县,博士,5/1/1999,在职,,,,,,,,,,,,,,,,
3561,李水华,男,汉族,6/1/1963,广东省,梅州市,,本科,5/1/1986,在职,,,,,,,,,,,,,,,,
3562,李玉刚,男,汉族,8/1/1965,江苏省,徐州市,邳州市,硕士,4/1/1989,在职,,,,,,,,,,,,,,,,
3563,林健东,男,汉族,2/1/1960,浙江省,丽水市,云和县,本科,12/1/1983,在职,,,,,,,,,,,,,,,,
3564,林山青,男,汉族,5/1/1963,山东省,威海市,文登市,本科,3/1/1988,在职,,,,,,,,,,,,,,,,
3565,刘超,男,汉族,11/1/1971,辽宁省,阜新市,,博士,12/1/1990,在职,,,,,,,,,,,,,,,,
3566,刘润民,男,汉族,11/1/1968,山西省,吕梁市,临县,博士,8/1/1987,在职,,,,,,,,,,,,,,,,
3567,刘卫平,男,汉族,5/1/1959,江西省,吉安市,万安县,本科,6/1/1983,在职,,,,,,,,,,,,,,,,
3568,刘忻,男,汉族,1/1/1965,陕西省,西安市,,博士,4/1/1991,在职,,,,,,,,,,,,,,,,
3569,刘星泰,男,汉族,1/1/1963,山东省,东营市,利津县,硕士,9/1/1986,在职,,,,,,,,,,,,,,,,
3570,刘兴伟,男,汉族,2/1/1963,,,,硕士,5/1/1987,在职,,,,,,,,,,,,,,,,
3571,卢淳杰,男,汉族,2/1/1968,广东省,揭阳市,普宁市,硕士,6/1/1987,在职,,,,,,,,,,,,,,,,
3572,鲁毅,男,汉族,10/1/1964,湖北省,武汉市,,博士,8/1/1986,在职,,,,,,,,,,,,,,,,
3573,陆晓栋,男,汉族,4/1/1960,上海市,,,硕士,6/1/1986,在职,,,,,,,,,,,,,,,,
3574,陆志鹏,男,汉族,10/1/1964,河南省,洛阳市,孟津县,博士,12/1/1984,在职,,,,,,,,,,,,,,,,
3575,骆蔚峰,男,汉族,9/1/1964,广东省,河源市,龙川县,硕士,4/1/1987,在职,,,,,,,,,,,,,,,,
3576,马承祖,男,汉族,11/1/1962,江西省,景德镇市,浮梁县,本科,11/1/1983,在职,,,,,,,,,,,,,,,,
3577,马天荣,男,汉族,5/1/1957,山西省,运城市,夏县,本科,1/1/1978,在职,,,,,,,,,,,,,,,,
3578,马誉峰,男,汉族,4/1/1959,河北省,衡水市,景县,硕士,5/1/1985,在职,,,,,,,,,,,,,,,,
3579,马志勇,男,汉族,9/1/1966,吉林省,辽源市,东丰县,硕士,6/1/1988,在职,,,,,,,,,,,,,,,,
3580,毛荣楷,男,汉族,9/1/1961,广东省,云浮市,,硕士,5/1/1984,在职,,,,,,,,,,,,,,,,
3581,孟祥伟,男,汉族,6/1/1966,河北省,石家庄市,赵县,博士,12/1/1990,在职,,,,,,,,,,,,,,,,
3582,倪玉平,男,汉族,1/1/1961,安徽省,合肥市,庐江县,硕士,6/1/1987,在职,,,,,,,,,,,,,,,,
3583,鸟成云,男,回族,11/1/1962,青海省,西宁市,湟中县,本科,3/1/1985,在职,,,,,,,,,,,,,,,,
3584,帕尔哈提·肉孜,男,维吾尔族,4/1/1960,新疆维吾尔自治区,和田地区,民丰县,硕士,1/1/1986,在职,,,,,,,,,,,,,,,,
3585,裴伟东,男,汉族,10/1/1964,内蒙古自治区,赤峰市,宁城县,硕士,1/1/1989,在职,,,,,,,,,,,,,,,,
3586,彭国甫,男,汉族,1/1/1963,湖南省,湘潭市,湘乡市,博士,7/1/1984,在职,,,,,,,,,,,,,,,,
3587,彭宇行,男,汉族,11/1/1962,四川省,乐山市,,博士,6/1/1995,在职,,,,,,,,,,,,,,,,
3588,普布顿珠,男,藏族,5/1/1972,西藏自治区,日喀则地区,江孜县,本科,,在职,,,,,,,,,,,,,,,,
3589,钱引安,男,汉族,11/1/1964,陕西省,西安市,,硕士,3/1/1987,在职,,,,,,,,,,,,,,,,
3590,乔恒,男,汉族,10/1/1960,吉林省,松原市,乾安县,博士,,在职,,,,,,,,,,,,,,,,
3591,秦军,男,汉族,7/1/1965,湖北省,黄冈市,红安县,硕士,8/1/1993,在职,,,,,,,,,,,,,,,,
3592,裘东耀,男,汉族,8/1/1961,浙江省,绍兴市,嵊州市,本科,7/1/1986,在职,,,,,,,,,,,,,,,,
3593,任学锋,男,汉族,10/1/1965,河北省,邢台市,,博士,7/1/1985,在职,,,,,,,,,,,,,,,,
3594,商黎光,男,汉族,11/1/1963,河北省,邢台市,巨鹿县,硕士,11/1/1963,在职,,,,,,,,,,,,,,,,
3595,施小琳,女,汉族,5/1/1969,浙江省,宁波市,余姚市,硕士,6/1/1993,在职,,,,,,,,,,,,,,,,
3596,石坚,男,汉族,2/1/1965,,,,本科,3/1/1988,在职,,,,,,,,,,,,,,,,
3597,石奇珠,男,汉族,8/1/1960,广东省,广州市,增城区,专科,12/1/1986,在职,,,,,,,,,,,,,,,,
3598,舒庆,男,满族,10/1/1964,山东省,潍坊市,青州市,博士,11/1/1984,在职,,,,,,,,,,,,,,,,
3599,松吉扎西,男,藏族,,,,,不详,,在职,,,,,,,,,,,,,,,,
3600,苏海棠,男,汉族,10/1/1963,广东省,肇庆市,高要区,硕士,3/1/1985,在职,,,,,,,,,,,,,,,,
3601,孙青友,男,蒙古族,3/1/1965,,,,硕士,,在职,,,,,,,,,,,,,,,,
3602,孙珅,男,汉族,4/1/1963,黑龙江省,绥化市,肇东市,博士,11/1/1993,在职,,,,,,,,,,,,,,,,
3603,孙轶,男,汉族,12/1/1958,,,,硕士,1/1/1981,在职,,,,,,,,,,,,,,,,
3604,檀云坤,男,汉族,1/1/1963,福建省,福州市,永泰县,硕士,,在职,,,,,,,,,,,,,,,,
3605,汤志平,男,汉族,11/1/1965,上海市,,,硕士,12/1/2003,在职,,,,,,,,,,,,,,,,
3606,唐琮沅,男,汉族,10/1/1969,广西壮族自治区,桂林市,全州县,博士,4/1/1995,在职,,,,,,,,,,,,,,,,
3607,唐远游,男,汉族,3/1/1969,重庆市,永川区,,硕士,6/1/1998,在职,,,,,,,,,,,,,,,,
3608,万新恒,男,汉族,12/1/1972,湖北省,黄冈市,,博士,10/1/1996,在职,,,,,,,,,,,,,,,,
3609,汪一光,男,汉族,3/1/1965,安徽省,安庆市,桐城县,硕士,4/1/1988,在职,,,,,,,,,,,,,,,,
3610,王大虎,男,汉族,2/1/1962,河北省,衡水市,武邑县,博士,1/1/1985,在职,,,,,,,,,,,,,,,,
3611,王浩,男,汉族,10/1/1963,山东省,菏泽市,单县,本科,1/1/1984,在职,,,,,,,,,,,,,,,,
3612,王会勇,男,汉族,3/1/1960,河北省,邢台市,巨鹿县,硕士,12/1/1983,在职,,,,,,,,,,,,,,,,
3613,王建军(陕西),男,汉族,7/1/1963,陕西省,商洛市,丹凤县,硕士,11/1/1984,在职,,,,,,,,,,,,,,,,
3614,王俊强,男,拉祜族,4/1/1965,云南省,普洱市,澜沧拉祜族自治县,硕士,6/1/1984,在职,,,,,,,,,,,,,,,,
3615,王磊,女,汉族,5/1/1972,山东省,临沂市,河东区,本科,7/1/1993,在职,,,,,,,,,,,,,,,,
3616,王立平,男,汉族,7/1/1967,,,,硕士,,在职,,,,,,,,,,,,,,,,
3617,王亮,男,汉族,10/1/1958,,,,硕士,3/1/1985,在职,,,,,,,,,,,,,,,,
3618,王荣平,男,汉族,5/1/1961,江苏省,扬州市,高邮市,硕士,3/1/1984,在职,,,,,,,,,,,,,,,,
3619,王少玄,男,汉族,1/1/1968,江西省,抚州市,临川区,硕士,12/1/1991,在职,,,,,,,,,,,,,,,,
3620,王天琦,男,汉族,5/1/1968,安徽省,宿州市,萧县,硕士,12/1/1990,在职,,,,,,,,,,,,,,,,
3621,王小平,男,汉族,11/1/1962,河北省,石家庄市,正定县,硕士,7/1/1984,在职,,,,,,,,,,,,,,,,
3622,王禹,男,汉族,8/1/1963,河北省,衡水市,,,6/1/1994,在职,,,,,,,,,,,,,,,,
3623,王振才,男,汉族,9/1/1963,吉林省,通化市,集安市,硕士,,在职,,,,,,,,,,,,,,,,
3624,王志刚,男,汉族,6/1/1963,湖南省,株洲市,攸县,本科,5/1/1983,在职,,,,,,,,,,,,,,,,
3625,卫华,女,汉族,11/1/1968,河南省,许昌市,,本科,12/1/1988,在职,,,,,,,,,,,,,,,,
3626,尉俊东,男,汉族,7/1/1968,山西省,大同市,阳高县,博士,6/1/1986,在职,,,,,,,,,,,,,,,,
3627,魏树旺,男,汉族,12/1/1967,河北省,保定市,清苑县,博士,12/1/1990,在职,,,,,,,,,,,,,,,,
3628,吴德金,男,满族,10/1/1967,黑龙江省,哈尔滨市,双城区,硕士,7/1/1996,在职,,,,,,,,,,,,,,,,
3629,吴汉圣,男,汉族,4/1/1963,山东省,潍坊市,临朐,本科,6/1/1984,在职,,,,,,,,,,,,,,,,
3630,吴兰,女,汉族,9/1/1967,,,,博士,1/1/1986,在职,,,,,,,,,,,,,,,,
3631,吴明明,女,汉族,12/1/1960,陕西省,渭南市,富平县,硕士,12/1/1992,在职,,,,,,,,,,,,,,,,
3632,吴岩峻,男,汉族,12/1/1961,宁夏回族自治区,吴忠市,盐池县,博士,8/1/1987,在职,,,,,,,,,,,,,,,,
3633,武玉嶂,男,汉族,7/1/1963,山东省,潍坊市,,本科,3/1/1985,在职,,,,,,,,,,,,,,,,
3634,奚正平,男,汉族,1/1/1966,安徽省,芜湖市,,博士,5/1/1992,在职,,,,,,,,,,,,,,,,
3635,席小军,男,汉族,3/1/1962,山西省,临汾市,蒲县,硕士,7/1/1985,在职,,,,,,,,,,,,,,,,
3636,喜清江,男,回族,8/1/1965,,,,硕士,,在职,,,,,,,,,,,,,,,,
3637,夏锦文,男,汉族,4/1/1964,江苏省,无锡市,宜兴市,博士,12/1/1984,在职,,,,,,,,,,,,,,,,
3638,向曙光,男,汉族,2/1/1964,湖南省,岳阳市,汨罗市,硕士,4/1/1984,降/辞/撤职,否,违反组织纪律,,否,6/1/2015,,,,,,,,,,,
3639,肖盛峰,男,汉族,7/1/1959,辽宁省,大连市,,博士,6/1/1983,在职,,,,,,,,,,,,,,,,
3640,肖毅,男,汉族,5/1/1962,江西省,赣州市,,不详,8/1/1984,在职,,,,,,,,,,,,,,,,
3641,谢玉安,男,汉族,9/1/1963,河南省,信阳市,罗山县,本科,7/1/1985,在职,,,,,,,,,,,,,,,,
3642,邢国辉,男,汉族,3/1/1961,河北省,石家庄市,正定县,硕士,8/1/1984,在职,,,,,,,,,,,,,,,,
3643,徐江,男,汉族,1/1/1965,重庆市,合川区,,博士,4/1/1993,在职,,,,,,,,,,,,,,,,
3644,徐景颜,男,汉族,1/1/1963,山东省,潍坊市,潍坊市,硕士,12/1/1986,在职,,,,,,,,,,,,,,,,
3645,徐立毅,男,汉族,8/1/1964,浙江省,绍兴市,,本科,5/1/1986,在职,,,,,,,,,,,,,,,,
3646,徐启方,男,汉族,8/1/1965,陕西省,安康市,汉滨区,硕士,7/1/1986,在职,,,,,,,,,,,,,,,,
3647,雪克来提·扎克尔,男,维吾尔族,8/1/1953,新疆维吾尔自治区,伊犁哈萨克自治州,伊宁市,硕士,6/1/1985,在职,,,,,,,,,,,,,,,,
3648,严植婵,女,汉族,5/1/1964,广东省,阳江市,阳春市,硕士,6/1/1985,在职,,,,,,,,,,,,,,,,
3649,杨浩东,男,汉族,1/1/1965,云南省,大理白族自治州,大理市,硕士,5/1/1985,在职,,,,,,,,,,,,,,,,
3650,杨克宁,男,藏族,1/1/1962,四川省,阿坝藏族羌族自治州,小金县,硕士,5/1/1987,在职,,,,,,,,,,,,,,,,
3651,杨宁,女,白族,12/1/1963,云南省,大理白族自治州,大理市,硕士,7/1/1985,在职,,,,,,,,,,,,,,,,
3652,杨元忠,男,汉族,6/1/1960,陕西省,渭南市,澄城县,本科,4/1/1979,在职,,,,,,,,,,,,,,,,
3653,杨长亚,男,汉族,7/1/1962,陕西省,商洛市,,本科,8/1/1986,在职,,,,,,,,,,,,,,,,
3654,杨照辉,男,汉族,4/1/1963,,,,硕士,,在职,,,,,,,,,,,,,,,,
3655,訚柏,男,纳西族,4/1/1969,,,,博士,,在职,,,,,,,,,,,,,,,,
3656,于军,男,汉族,4/1/1964,山东省,青岛市,平度市,博士,1/1/1985,在职,,,,,,,,,,,,,,,,
3657,于晓明,男,汉族,7/1/1957,山东省,烟台市,海阳市,本科,7/1/1983,在职,,,,,,,,,,,,,,,,
3658,俞成辉,男,汉族,10/1/1962,甘肃省,兰州市,永登县,,8/1/1994,在职,,,,,,,,,,,,,,,,
3659,俞志宏,男,汉族,4/1/1964,浙江省,金华市,,硕士,11/1/1984,在职,,,,,,,,,,,,,,,,
3660,贠建民,男,汉族,4/1/1963,甘肃省,天水市,秦安县,硕士,12/1/1988,在职,,,,,,,,,,,,,,,,
3661,岳亮,男,汉族,11/1/1961,河北省,邯郸市,,博士,4/1/1985,在职,,,,,,,,,,,,,,,,
3662,张常荣,男,汉族,8/1/1963,黑龙江省,哈尔滨市,宾县,硕士,7/1/1985,在职,,,,,,,,,,,,,,,,
3663,张红彦,女,汉族,1/1/1962,湖南省,邵阳市,,硕士,8/1/1983,在职,,,,,,,,,,,,,,,,
3664,张鸿星,男,汉族,8/1/1967,江西省,上饶市,婺源县,硕士,7/1/1992,在职,,,,,,,,,,,,,,,,
3665,张焕秋,男,汉族,12/1/1962,,,,本科,,在职,,,,,,,,,,,,,,,,
3666,张琦,男,汉族,3/1/1961,安徽省,六安市,寿县,硕士,6/1/1983,在职,,,,,,,,,,,,,,,,
